sample_accession	run_accession	assembly_accession	assembly_seqkit_sum	asm_pipe_filter	asm_fasta_on_osf	dataset	scientific_name	sylph_species_pre_202505	in_hq_pre_202505	sylph_species	sylph_filter	hq_filter	osf_tarball_filename	osf_tarball_url	aws_url	comments
SAMN07621686	SRR6479517	NA	seqkit.v0.1_DLS_k0_effd8b2db003a212d28d261a48154820	META_FAIL	1	661k	Salinibacterium amurskyense	Rhodoglobus amurskyensis	T	Rhodoglobus amurskyensis	PASS	META_FAIL	atb.assembly.r0.2.batch.135.tar.xz	https://osf.io/download/66717cf86b6c8e344b04cb98/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07621686.fa.gz	Run(s) passed 661k metadata checks, but not AllTheBacteria checks
SAMN07621706	SRR6480874	NA	seqkit.v0.1_DLS_k0_93e7e3945d638c594875a7e86a1967de	META_FAIL	1	661k	Amycolatopsis arida	Yuhushiella arida	T	Yuhushiella arida	PASS	META_FAIL	atb.assembly.r0.2.batch.150.tar.xz	https://osf.io/download/f8asm/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07621706.fa.gz	Run(s) passed 661k metadata checks, but not AllTheBacteria checks
SAMN07621707	SRR6480935	NA	seqkit.v0.1_DLS_k0_b9b775ea021cee6861a920404661f020	META_FAIL	1	661k	Micromonospora phaseoli	Micromonospora phaseoli	T	Micromonospora phaseoli	PASS	META_FAIL	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07621707.fa.gz	Run(s) passed 661k metadata checks, but not AllTheBacteria checks
SAMN07621719	SRR6480854	NA	seqkit.v0.1_DLS_k0_08e366d8c10ce83d0b9a4d2883ca1e67	META_FAIL	1	661k	Pseudosporangium ferrugineum	Actinoplanes ferrugineus_A	T	Actinoplanes ferrugineus_A	PASS	META_FAIL	atb.assembly.r0.2.batch.93.tar.xz	https://osf.io/download/667155860f8c8017d33c9426/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07621719.fa.gz	Run(s) passed 661k metadata checks, but not AllTheBacteria checks
SAMN07621739	SRR6479729	ERZ26865787	seqkit.v0.1_DLS_k0_417a75778fda5700bf0b88b49617d8e6	PASS	1	661k	Flagellimonas meridianipacifica	Muricauda pacifica	T	Muricauda pacifica	PASS	PASS	atb.assembly.r0.2.batch.122.tar.xz	https://osf.io/download/667170ad65e1de5eb9893b76/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07621739.fa.gz	None
SAMN07621896	SRR6479702	ERZ26864688	seqkit.v0.1_DLS_k0_2a663c1d6209369d5378cf2f22026edb	PASS	1	661k	Maribacter vaceletii	Maribacter_B vaceletii	T	Maribacter_B vaceletii	PASS	PASS	atb.assembly.r0.2.batch.120.tar.xz	https://osf.io/download/6671706965e1de5eb5893baa/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07621896.fa.gz	None
SAMN07621945	SRR6479502	ERZ26863462	seqkit.v0.1_DLS_k0_357d5a4d438c9e3fdca4afa3624328e3	PASS	1	661k	Zeaxanthinibacter enoshimensis	Zeaxanthinibacter enoshimensis	T	Zeaxanthinibacter enoshimensis	PASS	PASS	atb.assembly.r0.2.batch.150.tar.xz	https://osf.io/download/f8asm/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07621945.fa.gz	None
SAMN07621946	SRR6479487	ERZ26862287	seqkit.v0.1_DLS_k0_18bdb74e4c788780c85b80fd05a7a93e	PASS	1	661k	Yoonia maritima	Yoonia maritima	T	Yoonia maritima	PASS	PASS	atb.assembly.r0.2.batch.150.tar.xz	https://osf.io/download/f8asm/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07621946.fa.gz	None
SAMN07626136	SRR6478956	ERZ5172297	seqkit.v0.1_DLS_k0_2043c506561fd6d7b9748a89e60d8a3d	PASS	1	661k	Alteromonas sp. TK-46(2)	Alteromonas gracilis	T	Alteromonas gracilis	PASS	PASS	atb.assembly.r0.2.batch.95.tar.xz	https://osf.io/download/667155b86b6c8e341c04cdf0/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07626136.fa.gz	None
SAMN07626137	SRR6478958	ERZ5172290	seqkit.v0.1_DLS_k0_a535a808961360f13d783049113827a2	PASS	1	661k	Thalassospira sp. DSM 26710	Thalassospira tepidiphila	T	Thalassospira tepidiphila	PASS	PASS	atb.assembly.r0.2.batch.146.tar.xz	https://osf.io/download/667180950f8c8017fa3c9543/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07626137.fa.gz	None
SAMN07665553	SRR6049652	ERZ5176738	seqkit.v0.1_DLS_k0_9fd9f7e0bfc7b316c1f1c447ba384b07	PASS	1	661k	Acetobacter orleanensis	Acetobacter orleanensis	T	Acetobacter orleanensis	PASS	PASS	atb.assembly.r0.2.batch.92.tar.xz	https://osf.io/download/6671559e0f8c8017cf3c92ba/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07665553.fa.gz	None
SAMN07685901	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07687557	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07689020	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07689022	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07689023	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07689024	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07689025	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07689026	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07689027	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07689028	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07689030	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07689031	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07689032	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07689033	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07703233	SRR6232414	ERZ5184164	seqkit.v0.1_DLS_k0_270ac965a1178895bdc70382cd04da58	PASS	1	661k	Clostridium thermopalmarium DSM 5974	Clostridium_H thermopalmarium	T	Clostridium_H thermopalmarium	PASS	PASS	atb.assembly.r0.2.batch.106.tar.xz	https://osf.io/download/66715ddd77ff4c5f4fe048a0/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07703233.fa.gz	None
SAMN07709945	SRR6082029	ERZ5184735	seqkit.v0.1_DLS_k0_7475c11de3a0060ba9ed7daec6e6c24d	PASS	1	661k	Mesoplasma lactucae ATCC 49193	Edwardiiplasma lactucae	T	Edwardiiplasma lactucae	PASS	PASS	atb.assembly.r0.2.batch.109.tar.xz	https://osf.io/download/66715e2b77ff4c5f4fe04901/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07709945.fa.gz	None
SAMN07710584	SRR7643068	ERZ5184783	seqkit.v0.1_DLS_k0_d9ecfdca28300949865d6021a44f10e1	PASS	1	661k	Helicobacter anseris	Helicobacter_H anseris	T	Helicobacter_H anseris	PASS	PASS	atb.assembly.r0.2.batch.115.tar.xz	https://osf.io/download/6hxgz/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07710584.fa.gz	None
SAMN07710585	SRR7643067	ERZ5184782	seqkit.v0.1_DLS_k0_706b0c1457aa095a990013bf7636875c	PASS	1	661k	Helicobacter aurati	Helicobacter_A aurati	T	Helicobacter_A aurati	PASS	PASS	atb.assembly.r0.2.batch.114.tar.xz	https://osf.io/download/66716a00d835c439cd4ce3a3/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07710585.fa.gz	None
SAMN07710586	SRR7643070	ERZ5184781	seqkit.v0.1_DLS_k0_0a44af57add1e341d025747411d720d1	PASS	1	661k	Helicobacter brantae	Helicobacter_G brantae	T	Helicobacter_G brantae	PASS	PASS	atb.assembly.r0.2.batch.114.tar.xz	https://osf.io/download/66716a00d835c439cd4ce3a3/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07710586.fa.gz	None
SAMN07710587	SRR7643069	ERZ5184785	seqkit.v0.1_DLS_k0_474297415772a16d84838f02914aca2a	PASS	1	661k	Helicobacter cholecystus	Helicobacter_G cholecystus	T	Helicobacter_G cholecystus	PASS	PASS	atb.assembly.r0.2.batch.114.tar.xz	https://osf.io/download/66716a00d835c439cd4ce3a3/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07710587.fa.gz	None
SAMN07710590	SRR7643066	ERZ5184807	seqkit.v0.1_DLS_k0_08f799517b662bbddd743630014b9142	PASS	1	661k	Helicobacter marmotae	Helicobacter_C marmotae	T	Helicobacter_C marmotae	PASS	PASS	atb.assembly.r0.2.batch.114.tar.xz	https://osf.io/download/66716a00d835c439cd4ce3a3/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07710590.fa.gz	None
SAMN07733446	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07735646	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07736515	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07736517	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07768561	SRR10190493	ERZ25481262	seqkit.v0.1_DLS_k0_c35fdbd5f99e343e5ba23133a0c12778	PASS	1	r0.2	Longimonas halophila	Longimonas halophila	T	Longimonas halophila	PASS	PASS	atb.assembly.r0.2.batch.119.tar.xz	https://osf.io/download/66716ad865e1de5e998941cd/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07768561.fa.gz	None
SAMN07768564	SRR10190806	ERZ25481271	seqkit.v0.1_DLS_k0_476e60ee24a939725ae36045e79e3a23	PASS	1	r0.2	Longibacter salinarum	Longibacter salinarum	T	Longibacter salinarum	PASS	PASS	atb.assembly.r0.2.batch.119.tar.xz	https://osf.io/download/66716ad865e1de5e998941cd/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07768564.fa.gz	None
SAMN07782395	SRR6129342,SRR6131535,SRR6131536	ERZ5192877	seqkit.v0.1_DLS_k0_f623b19da09854d34eef79e57ec31fc9	PASS	1	661k	Pseudomonas paraeruginosa	Pseudomonas aeruginosa_A	T	Pseudomonas aeruginosa_A	PASS	PASS	atb.assembly.r0.2.batch.131.tar.xz	https://osf.io/download/3e5yj/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07782395.fa.gz	None
SAMN07822593	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07827779	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07831587	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07831588	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07831589	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07831590	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07831595	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07831596	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07831597	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07831598	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07831599	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07831600	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN07944234	SRR6232665	ERZ5196389	seqkit.v0.1_DLS_k0_40a3abf60d688f4e5e1661ca7f3649e0	PASS	1	661k	Cryobacterium zongtaii	Cryobacterium zongtaii	T	Cryobacterium zongtaii	PASS	PASS	atb.assembly.r0.2.batch.108.tar.xz	https://osf.io/download/66715dfc77ff4c5f3ee04630/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN07944234.fa.gz	None
SAMN08041339	SRR6311403	ERZ5201958	seqkit.v0.1_DLS_k0_f72cd3c1755ba3dc3a6c5b377235173b	PASS	1	661k	Arthrobacter glacialis	Specibacter glacialis	T	Specibacter glacialis	PASS	PASS	atb.assembly.r0.2.batch.138.tar.xz	https://osf.io/download/66717d020f8c80180c3c9237/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08041339.fa.gz	None
SAMN08041340	SRR6311919	ERZ5201964	seqkit.v0.1_DLS_k0_ba2fcbc935cad525e98ed44791f1d1f1	PASS	1	661k	Arthrobacter psychrochitiniphilus	Specibacter psychrochitiniphilus	T	Specibacter psychrochitiniphilus	PASS	PASS	atb.assembly.r0.2.batch.138.tar.xz	https://osf.io/download/66717d020f8c80180c3c9237/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08041340.fa.gz	None
SAMN08046642	SRR6311930	ERZ5202378	seqkit.v0.1_DLS_k0_abe941ffac05de27c46024925a961dec	PASS	1	661k	Arthrobacter stackebrandtii	unknown	F	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.647.tar.xz	https://osf.io/download/7q6ur/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08046642.fa.gz	None
SAMN08092869	SRR6318811	ERZ5203570	seqkit.v0.1_DLS_k0_fe2bcdfe1db781620ae318fd138b199a	PASS	1	661k	Streptomyces orinoci	Streptomyces orinoci	T	Streptomyces orinoci	PASS	PASS	atb.assembly.r0.2.batch.144.tar.xz	https://osf.io/download/667180c565e1de5ec7893fee/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08092869.fa.gz	None
SAMN08124000	SRR6342216	ERZ25484924	seqkit.v0.1_DLS_k0_b27245a903443c9a191c0171bc032d37	PASS	1	r0.2	Pseudomonas citronellolis	Pseudomonas citronellolis	T	Pseudomonas citronellolis	PASS	PASS	atb.assembly.r0.2.batch.131.tar.xz	https://osf.io/download/3e5yj/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08124000.fa.gz	None
SAMN08125522	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN08125759	SRR6339896,SRR6339898	ERZ5207115	seqkit.v0.1_DLS_k0_53e6e6aaccf459ca9ad0cd8416c6805d	PASS	1	661k	Nocardioides alpinus	Nocardioides alpinus	T	Nocardioides alpinus	PASS	PASS	atb.assembly.r0.2.batch.125.tar.xz	https://osf.io/download/6671714977ff4c5f6ce045de/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08125759.fa.gz	None
SAMN08158127	SRR6364636	ERZ5210535	seqkit.v0.1_DLS_k0_684ea0c64cf26ad496204b32b4ba85a2	META_FAIL	1	661k	Mesoplasma syrphidae	Tullyiplasma syrphidae	T	Tullyiplasma syrphidae	PASS	META_FAIL	atb.assembly.r0.2.batch.146.tar.xz	https://osf.io/download/667180950f8c8017fa3c9543/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08158127.fa.gz	Run(s) passed 661k metadata checks, but not AllTheBacteria checks
SAMN08166490	SRR6377920	ERZ5211212	seqkit.v0.1_DLS_k0_209511f206e2fde53b23f8d065845152	PASS	1	661k	Chimaeribacter arupi	Chimaeribacter arupi	T	Chimaeribacter arupi	PASS	PASS	atb.assembly.r0.2.batch.104.tar.xz	https://osf.io/download/mp4hs/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08166490.fa.gz	None
SAMN08166491	SRR6377919	ERZ25482518	seqkit.v0.1_DLS_k0_b08f6d413d70ba1d7a478daf9433ed51	PASS	1	r0.2	Chimaeribacter coloradensis	Chimaeribacter coloradensis	T	Chimaeribacter coloradensis	PASS	PASS	atb.assembly.r0.2.batch.104.tar.xz	https://osf.io/download/mp4hs/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08166491.fa.gz	None
SAMN08166493	SRR6377917	ERZ5211223	seqkit.v0.1_DLS_k0_3f53a8669da3775c76ed4d9d2f47c803	PASS	1	661k	Chimaeribacter californicus	Chimaeribacter californicus	T	Chimaeribacter californicus	PASS	PASS	atb.assembly.r0.2.batch.104.tar.xz	https://osf.io/download/mp4hs/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08166493.fa.gz	None
SAMN08178025	SRR6824982	ERZ5212273	seqkit.v0.1_DLS_k0_83b0b36ef5f7f8ffa197460ba83260fb	PASS	1	661k	Bosea psychrotolerans	Bosea psychrotolerans	T	Bosea psychrotolerans	PASS	PASS	atb.assembly.r0.2.batch.100.tar.xz	https://osf.io/download/pva7j/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08178025.fa.gz	None
SAMN08218473	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN08218474	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN08218475	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN08225564	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN08225691	SRR6431926	ERZ5215889	seqkit.v0.1_DLS_k0_76b0a117cbf2cb823b2e56c823b3033d	PASS	1	661k	Streptomyces albidoflavus	Streptomyces albidoflavus	T	Streptomyces albidoflavus	PASS	PASS	atb.assembly.r0.2.batch.144.tar.xz	https://osf.io/download/667180c565e1de5ec7893fee/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08225691.fa.gz	None
SAMN08225698	SRR6431923	ERZ5215888	seqkit.v0.1_DLS_k0_f57fad9c1e455c11a81c9ae6809908ef	PASS	1	661k	Streptomyces albidoflavus	Streptomyces albidoflavus	T	Streptomyces albidoflavus	PASS	PASS	atb.assembly.r0.2.batch.144.tar.xz	https://osf.io/download/667180c565e1de5ec7893fee/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08225698.fa.gz	None
SAMN08225699	SRR6431921	ERZ5215885	seqkit.v0.1_DLS_k0_7de1f613d02b096eb638bfc03d691878	PASS	1	661k	Streptomyces albidoflavus	Streptomyces albidoflavus	T	Streptomyces albidoflavus	PASS	PASS	atb.assembly.r0.2.batch.144.tar.xz	https://osf.io/download/667180c565e1de5ec7893fee/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08225699.fa.gz	None
SAMN08225700	SRR6431927	ERZ5215886	seqkit.v0.1_DLS_k0_20a207a02c7d7a42801e77c08eb458d0	PASS	1	661k	Streptomyces albidoflavus	Streptomyces albidoflavus	T	Streptomyces albidoflavus	PASS	PASS	atb.assembly.r0.2.batch.144.tar.xz	https://osf.io/download/667180c565e1de5ec7893fee/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08225700.fa.gz	None
SAMN08225701	SRR6431700	ERZ5215887	seqkit.v0.1_DLS_k0_b3dabcfc124f6ecb10631f00e412d540	PASS	1	661k	Streptomyces albidoflavus	Streptomyces albidoflavus	T	Streptomyces albidoflavus	PASS	PASS	atb.assembly.r0.2.batch.144.tar.xz	https://osf.io/download/667180c565e1de5ec7893fee/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08225701.fa.gz	None
SAMN08225702	SRR6431920	ERZ5215894	seqkit.v0.1_DLS_k0_7b4e243d9ec100bcf7b4cfa14d6b5c5a	PASS	1	661k	Streptomyces albidoflavus	Streptomyces albidoflavus	T	Streptomyces albidoflavus	PASS	PASS	atb.assembly.r0.2.batch.144.tar.xz	https://osf.io/download/667180c565e1de5ec7893fee/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08225702.fa.gz	None
SAMN08225703	SRR6431924	ERZ5215896	seqkit.v0.1_DLS_k0_405943c044a65f3e1c3f33aed829456a	PASS	1	661k	Streptomyces albidoflavus	Streptomyces albidoflavus	T	Streptomyces albidoflavus	PASS	PASS	atb.assembly.r0.2.batch.144.tar.xz	https://osf.io/download/667180c565e1de5ec7893fee/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08225703.fa.gz	None
SAMN08225708	SRR6431925	ERZ5215901	seqkit.v0.1_DLS_k0_322d91e440eec2acbde84a98f3fd510d	PASS	1	661k	Streptomyces albidoflavus	Streptomyces albidoflavus	T	Streptomyces albidoflavus	PASS	PASS	atb.assembly.r0.2.batch.144.tar.xz	https://osf.io/download/667180c565e1de5ec7893fee/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08225708.fa.gz	None
SAMN08329200	SRR11119407	ERZ25485274	seqkit.v0.1_DLS_k0_e4049ac347372f366bfc62f6fe3d6d7e	PASS	1	r0.2	Streptomyces cahuitamycinicus	Streptomyces cahuitamycinicus	T	Streptomyces cahuitamycinicus	PASS	PASS	atb.assembly.r0.2.batch.144.tar.xz	https://osf.io/download/667180c565e1de5ec7893fee/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08329200.fa.gz	None
SAMN08334924	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN08359186	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN08359190	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN08359198	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN08359200	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN08359211	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN08361974	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN08438724	SRR6654068	ERZ5237247	seqkit.v0.1_DLS_k0_cc88c1920e4315f2350c4ab445b27c2b	PASS	1	661k	Rathayibacter iranicus	unknown	F	unknown	SYLPH_RESULTS_FAIL	CHECKM2_MAX_CONTAM,SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.647.tar.xz	https://osf.io/download/7q6ur/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08438724.fa.gz	None
SAMN08438750	SRR6654085	ERZ5237278	seqkit.v0.1_DLS_k0_43ce8accd4a2b4d4725f812aed6fd77e	PASS	1	661k	Rathayibacter tritici	unknown	F	unknown	SYLPH_RESULTS_FAIL	SYLPH_RESULTS_FAIL	atb.assembly.r0.2.batch.647.tar.xz	https://osf.io/download/7q6ur/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08438750.fa.gz	None
SAMN08458275	SRR6668080	ERZ5238611	seqkit.v0.1_DLS_k0_f18db1955d6137be044e8d681b2e3f70	PASS	1	661k	Nocardia nova	Nocardia elegans	T	Nocardia elegans	PASS	PASS	atb.assembly.r0.2.batch.125.tar.xz	https://osf.io/download/6671714977ff4c5f6ce045de/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08458275.fa.gz	None
SAMN08501140	SRR6780919	ERZ5240109	seqkit.v0.1_DLS_k0_09f137d8fa38fb96de3e6689d5aba518	PASS	1	661k	Fusobacterium gonidiaformans ATCC 25563	Fusobacterium_C gonidiaformans	T	Fusobacterium_C gonidiaformans	PASS	PASS	atb.assembly.r0.2.batch.112.tar.xz	https://osf.io/download/66716a780f8c8017dc3c9cdc/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08501140.fa.gz	None
SAMN08501141	SRR6780915	ERZ5240101	seqkit.v0.1_DLS_k0_8d939bb1de4af34cec73439305be90c7	PASS	1	661k	Fusobacterium ulcerans	Fusobacterium_A ulcerans	T	Fusobacterium_A ulcerans	PASS	PASS	atb.assembly.r0.2.batch.112.tar.xz	https://osf.io/download/66716a780f8c8017dc3c9cdc/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08501141.fa.gz	None
SAMN08579949	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN08639723	NA	NA	NA	NOT_PROCESSED	0	not_processed	unknown	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN08687991	SRR6826835	ERZ8492912	seqkit.v0.1_DLS_k0_cf60a0b6113d668b3c0b24e248b8b00b	PASS	1	661k	Acinetobacter baumannii	Acinetobacter baumannii	T	Acinetobacter baumannii	PASS	PASS	atb.assembly.r0.2.batch.4.tar.xz	https://osf.io/download/667142b4d835c4399d4ce0d8/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08687991.fa.gz	None
SAMN08689786	SRR6860654	NA	NA	ASM_SHV	0	reject	Micromonospora noduli	NA	NA	NA	NA	NA	NA	NA	NA	None
SAMN08706662	SRR6830110	ERZ8496534	seqkit.v0.1_DLS_k0_b82c5b6887ede5335debe143f701dc49	PASS	1	661k	Fusobacterium nucleatum subsp. nucleatum;Fusobacterium nucleatum subsp. nucleatum ATCC 25586	Fusobacterium nucleatum	T	Fusobacterium nucleatum	PASS	PASS	atb.assembly.r0.2.batch.112.tar.xz	https://osf.io/download/66716a780f8c8017dc3c9cdc/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN08706662.fa.gz	None
